NormalisedCityPair;DepartureCode;ArrivalCode;Departure_lat;Departure_lon;Arrival_lat;Arrival_lon
Boston - New York;BOS;JFK;42.2;-71;40.64;-73.79
Boston - London;LHR;BOS;51.5;-0.45;42.21;-71
Milan - New York;LIN;JFK;41.9;12.5;40.64;-73.79
Barcelona - Madrid;MAD;BCN;40.5;-3.58;41.3;2.08
Bogota - Geneva;BOG;GVA;50.1;8.56;46.23;6.11
Helsinki - Oslo;OSL;HEL;59.9;10.75;60.31;24.97
Fort Meyers-regional - New York;RSW;LGA;26.5;-81.75;40.77;-73.88
Madrid - Mexico City;MEX;MAD;19.4;-99.16;40.46;-3.58
Berlin - New York;JFK;TXL;40.6;-73.79;52.55;13.29
Taipei - Tokyo;NRT;TPE;35.8;140.39;25.08;121.24
Singapore - Taipei;TPE;SIN;25.1;121.24;1.34;103.98
New York - Shannon;SNN;JFK;52.7;-8.92;40.64;-73.79
Frankfurt - Vancouver;YVR;FRA;49.2;-123.17;50.05;8.56
Doha - Frankfurt;FRA;DOH;50.1;8.56;25.27;51.56
Denver - Frankfurt;DEN;FRA;39.8;-104.86;50.05;8.56
Dubai - Mobile;DXB;MOB;30;-95.34;35.88;-85.26
London - Manchester;MAN;LHR;53.4;0.1;51.47;-0.45
Milan - Sao Paulo;GRU;MXP;47.5;8.57;45.47;9.18
Seattle - Tokyo;NRT;SEA;35.8;140.39;39.9;-75.59
Portland - Tokyo;PDX;NRT;45.6;-122.59;35.75;140.39
Delhi - Tokyo;DEL;NRT;28.7;77.26;35.75;140.39
Hong Kong - Istanbul;IST;HKG;41;28.99;22.32;113.94
Cincinnati - Philadelphia;PHL;CVG;45.1;-89.01;39.06;-84.66
Chicago - Traverse City;ORD;TVC;41.6;-98.93;44.74;-85.58
Bombay - Mauritius;BOM;MRU;25.3;55.35;-20.43;57.68
Phoenix - San Jose Del Cabo;PHX;SJD;33.4;-112.03;23.16;-109.72
Geneva - Zurich;GVA;ZRH;46.2;6.11;47.45;8.57
Edinburgh - New York;JFK;EDI;51.5;-0.45;55.96;-3.34
Hong Kong - Perth;PER;HKG;-31.9;115.97;22.32;113.94
Madrid - Palma ;MAD;PMI;40.5;-3.58;39.54;2.73
Copenhagen - Paris;CPH;CDG;55.6;12.64;49.01;2.54
Bentonville - Newark;EWR;XNA;40.7;-74.18;36.28;-94.3
Mahe Island - Mauritius;MRU;SEZ;-20.4;57.68;-4.68;55.52
London - Singapore;LHR;SIN;51.5;-0.45;1.34;103.98
Madrid - Pamplona;MAD;PNA;40.5;-3.58;42.77;-1.64
Singapore - Warsaw;SIN;WAW;50.1;8.56;52.17;20.98
Jakarta-soekarno - Singapore;CGK;SIN;-6.1;106.66;1.34;103.98
Madrid - Philadelphia;MAD;PHL;40.5;-3.58;45.05;-89.01
Mahe Island - Nairobi;SEZ;NBO;-4.7;55.52;-1.28;36.81
Edinburgh - Zurich;ZRH;EDI;51.5;-0.45;55.96;-3.34
Amsterdam - Frankfurt;AMS;FRA;52.3;4.75;50.05;8.56
Edinburgh - London;EDI;LCY;56;-3.34;51.5;0.05
Amsterdam - Tokyo;NRT;AMS;50.1;8.56;52.31;4.75
Atlanta - Richmond;ATL;RIC;42.9;-83.53;45.75;-94.22
Dubai - Lagos;DXB;LOS;25.3;55.35;6.58;3.32
Houston - Newark;EWR;IAH;40.7;-74.18;29.98;-95.34
Manila - San Francisco;SFO;MNL;35.8;140.39;14.51;121.02
Hong Kong - Zurich;ZRH;HKG;50.1;8.56;22.32;113.94
Bombay - Edinburgh;BOM;EDI;51.5;-0.45;55.96;-3.34
Bombay - Nairobi;BOM;NBO;19.1;72.86;-1.28;36.81
Chicago - Memphis;ORD;MEM;41.6;-98.93;33.13;-88.31
Columbus - Philadelphia;CMH;PHL;40;-82.89;45.05;-89.01
Calcutta - Singapore;SIN;CCU;1.3;103.98;22.65;88.44
Bombay - Brussels;BOM;BRU;19.1;72.86;50.89;4.48
Gran Canaria - Canary Isl - Madrid;LPA;MAD;27.9;-15.39;40.46;-3.58
Lisbon - Manchester;LIS;MAN;38.8;-9.13;53.37;0.1
London - Tokyo;LHR;HND;51.5;-0.45;35.55;139.75
Athens - London;LHR;ATH;51.5;-0.45;37.89;23.72
Bangkok - Seoul;ICN;BKK;37.5;126.66;13.71;100.77
Abu Dhabi - Paris;AUH;CDG;24.4;54.64;49.01;2.54
Los Angeles - New York;JFK;LAX;40.6;-73.79;34.05;-118.24
Nairobi - Paris;CDG;NBO;49;2.54;-1.28;36.81
Madras - Nairobi;MAA;NBO;25.3;51.56;-1.28;36.81
Edinburgh - London;LHR;EDI;51.5;-0.45;55.96;-3.34
Naples - Palermo;NAP;PMO;40.8;14.25;38.12;13.36
Houston - San Diego;IAH;SAN;30;-95.34;32.7;-102.18
Brussels - Madrid;MAD;BRU;40.5;-3.58;50.89;4.48
Bloemfontein - Port Elizabeth;BFN;PLZ;-29.1;26.3;-33.98;25.61
Miami - Washington Dc;DCA;MIA;38.9;-77.04;33.4;-110.87
Belfast-city - Leeds/bradford;BHD;LBA;54.6;-5.87;53.87;-1.66
Hong Kong - Los Angeles;HKG;LAX;22.3;113.94;34.05;-118.24
Barcelona - London;LGW;BCN;51.2;-0.16;41.3;2.08
Copenhagen - Stockholm;ARN;CPH;60.7;15.85;55.63;12.64
Portland - San Diego;SAN;PDX;32.7;-102.18;45.59;-122.59
Dallas - Seoul;DFW;ICN;32.9;-97.04;37.45;126.66
Bombay - London;BOM;LHR;19.1;72.86;51.47;-0.45
Dubai - Mauritius;MRU;DXB;-20.4;57.68;25.25;55.35
Bangalore - London;LHR;BLR;51.5;-0.45;12.8;77.65
Kiev-borispol - London;LHR;KBP;51.5;-0.45;50.43;30.55
Geneva - Nice;GVA;NCE;46.2;6.11;43.67;7.21
Accra - Johannesburg;JNB;ACC;-26.1;28.23;5.6;-0.17
East Midlands - Frankfurt;EMA;FRA;52.8;-1.33;50.05;8.56
Entebbe/kampala - Nairobi;EBB;NBO;0;32.44;-1.28;36.81
Bologna - New York;BLQ;JFK;50.1;8.56;40.64;-73.79
Bangkok - Kuala Lumpur;KUL;BKK;2.8;101.71;13.71;100.77
Mahe Island - Nairobi;SEZ;NBO;-4.7;55.52;-1.28;36.81
Atlanta - Orlando;ATL;MCO;42.9;-83.53;28.44;-81.31
Rio De Janeiro - Santiago;GIG;SCL;-22.8;-43.24;-33.39;-70.79
San Francisco - Santa Barbara;SFO;SBA;37.6;-122.39;34.43;-119.83
New York - Taipei;TPE;JFK;25.1;121.24;40.64;-73.79
Edinburgh - Tokyo;NRT;EDI;51.5;-0.45;55.96;-3.34
Hanoi - Hong Kong;HAN;HKG;21.2;105.81;22.32;113.94
Athens - Singapore;ATH;SIN;37.9;23.72;1.34;103.98
Las Vegas - Manila;MNL;LAS;14.5;121.02;32.02;-87.96
London - Nice;LHR;NCE;51.5;-0.45;43.67;7.21
Catania - Milan;LIN;CTA;45.5;9.18;37.51;15.07
Cairo - Singapore;CAI;SIN;30.1;31.25;1.34;103.98
Brussels - Los Angeles;BRU;LAX;51.5;-0.45;34.05;-118.24
Regina - Toronto;YYZ;YQR;43.7;-79.61;50.43;-104.66
Amsterdam - Geneva;GVA;AMS;46.2;6.11;52.31;4.75
Los Angeles - New York;JFK;LAX;40.6;-73.79;34.05;-118.24
Honolulu - Oahu - Seattle;SEA;HNL;39.9;-75.59;21.34;-157.92
Portland - Seattle;PDX;SEA;45.6;-122.59;39.9;-75.59
Gaborone - Johannesburg;GBE;JNB;-24.6;25.93;-26.13;28.23
Frankfurt - Istanbul;IST;FRA;41;28.99;50.05;8.56
Milan - Moscow;MXP;SVO;45.5;9.18;55.96;37.42
Beijing - Lanzhou;PEK;LHW;40.1;116.58;36.06;103.76
Hong Kong - Jakarta;CGK;HKG;-6.1;106.66;22.32;113.94
Amsterdam - Zurich;AMS;ZRH;52.3;4.75;47.45;8.57
Edinburgh - Frankfurt;FRA;EDI;51.5;-0.45;55.96;-3.34
Beijing - Tokyo;HND;PEK;35.6;139.75;40.07;116.58
Stockholm - Zurich;ARN;ZRH;60.7;15.85;47.45;8.57
Geneva - Miami;GVA;MIA;40.5;-3.58;33.4;-110.87
Algiers - London;ALG;LGW;36.7;3.22;51.16;-0.16
Beirut - Riyadh;BEY;RUH;33.8;35.49;24.94;46.71
Hanover - Paris;CDG;HAJ;49;2.54;52.46;9.7
London - San Juan;LHR;SJU;33.4;-110.87;18.44;-66.01
Abu Dhabi - Cairo;AUH;CAI;24.4;54.64;30.05;31.25
Belfast-city - East Midlands;BHD;EMA;54.6;-5.87;52.83;-1.33
Madras - Tokyo;NRT;MAA;1.3;103.98;13.05;80.23
Frankfurt - Hong Kong;HKG;FRA;22.3;113.94;50.05;8.56
Denver - San Francisco;DEN;SFO;39.8;-104.86;37.61;-122.39
Austin - Dallas;AUS;DFW;30.2;-97.67;32.87;-97.04
Albuquerque - Dallas;DFW;ABQ;32.9;-97.04;35.05;-106.63
Albuquerque - Denver;ABQ;DEN;35.1;-106.63;39.77;-104.86
Boston - Washington Dc;BOS;DCA;42.2;-71;38.85;-77.04
Hanoi - Singapore;SIN;HAN;1.3;103.98;21.23;105.81
Philadelphia - Tokyo;NRT;PHL;39;-77.45;45.05;-89.01
Edinburgh - Madrid;EDI;MAD;56;-3.34;40.46;-3.58
Cedar Rapids/iowa City - Chicago;ORD;CID;41.6;-98.93;35.7;-80.1
Basel-Mulhouse-Freiburg - London;LCY;BSL;51.5;0.05;47.55;7.59
Chicago - Santa Ana;SNA;ORD;37.4;-86.16;41.6;-98.93
Baltimore - Frankfurt;BWI;FRA;43.7;-79.61;50.05;8.56
Porto - Tokyo;HND;OPO;50.1;8.56;41.24;-8.67
Frankfurt - Porto;OPO;FRA;41.2;-8.67;50.05;8.56
Frankfurt - San Francisco;FRA;SFO;50.1;8.56;37.61;-122.39
Boston - San Diego;BOS;SAN;41.8;-87.74;32.7;-102.18
London - Malta;MLA;LHR;35.9;14.49;51.47;-0.45
Bombay - Madrid;MAD;BOM;48.3;11.77;19.09;72.86
Osaka - Singapore;SIN;KIX;1.3;103.98;34.43;135.24
Dublin - Frankfurt;DUB;FRA;53.3;-6.25;50.05;8.56
Chicago - Manchester;MAN;ORD;51.5;-0.45;41.6;-98.93
Basel-Mulhouse-Freiburg - Frankfurt;BSL;FRA;47.6;7.59;50.05;8.56
Dubai - Riyadh;RUH;DXB;24.9;46.71;25.25;55.35
Columbus - London;CMH;LHR;40.7;-74.18;51.47;-0.45
Delhi - London;LGW;DEL;25.3;55.35;28.66;77.26
Washington Dc - White Plains;DCA;HPN;38.9;-77.04;41.07;-73.7
Milan - Paris;ORY;LIN;48.7;2.37;45.47;9.18
Abu Dhabi - Geneva;GVA;AUH;46.2;6.11;24.42;54.64
Geneva - Kiev;KBP;GVA;48.3;11.77;46.23;6.11
Edinburgh - London;LHR;EDI;51.5;-0.45;55.96;-3.34
West Palm Beach - White Plains;HPN;PBI;41.1;-73.7;26.69;-80.09
Vancouver - Winnipeg;YWG;YVR;49.9;-97.23;49.19;-123.17
Johannesburg - Singapore;SIN;JNB;1.3;103.98;-26.13;28.23
Belfast-city - Isle Of Man;IOM;BHD;54.1;-4.63;54.61;-5.87
Hong Kong - Washington Dc;HKG;DCA;40.7;-74.18;38.85;-77.04
Caracas - Miami;MIA;CCS;33.4;-110.87;10.61;-66.99
Nantucket - New York;ACK;JFK;40.5;-77.06;40.64;-73.79
Culiacan - Mexico City;MEX;CUL;19.4;-99.16;24.77;-107.47
Frankfurt - New York;JFK;FRA;40.6;-73.79;50.05;8.56
Newark - Providence;PVD;EWR;41.7;-71.44;40.69;-74.18
Ankara-esenboga - Dubai;DXB;ESB;41;28.99;40.11;32.99
Helsinki - New York;HEL;JFK;60.3;24.97;40.64;-73.79
Helsinki - San Francisco;SFO;HEL;50.1;8.56;60.31;24.97
Munich - Stockholm;MUC;ARN;48.3;11.77;60.74;15.85
Billund - Paris;BLL;CDG;55.8;9.15;49.01;2.54
Cleveland - Philadelphia;CLE;PHL;45.5;-120.2;45.05;-89.01
Beijing - Tokyo;PEK;HND;40.1;116.58;35.55;139.75
Santiago - Sao Paulo;GRU;SCL;-23.4;-46.48;-33.39;-70.79
Erbil - London;LHR;EBL;48.2;16.37;36.18;44.02
Boston - Memphis;BOS;MEM;42.2;-71;33.13;-88.31
Ibiza - Palma ;IBZ;PMI;38.9;1.37;39.54;2.73
Montevideo - New York;LGA;MVD;33.4;-110.87;-34.83;-56.03
Mauritius - Paris;MRU;CDG;-20.4;57.68;49.01;2.54
Chicago - San Diego;ORD;SAN;41.6;-98.93;32.7;-102.18
Cedar Rapids/iowa City - New York;CID;LGA;41.6;-98.93;40.77;-73.88
Detroit - Philadelphia;PHL;DTW;45.1;-89.01;37.26;-107.75
New York - Seoul;ICN;LGA;40.6;-73.79;40.77;-73.88
New York - Phoenix;PHX;LGA;45.1;-89.01;40.77;-73.88
Edinburgh - London;LHR;EDI;51.5;-0.45;55.96;-3.34
Frankfurt - London;LHR;FRA;51.5;-0.45;50.05;8.56
Las Vegas - Washington Dc;LAS;DCA;32;-87.96;38.85;-77.04
Austin - Philadelphia;PHL;AUS;35.2;-80.95;30.2;-97.67
Boise - New York;JFK;BOI;40.8;-111.89;43.57;-116.22
Minneapolis - Seoul;ICN;MSP;41.6;-98.93;44.88;-93.2
Amsterdam - Frankfurt;AMS;FRA;52.3;4.75;50.05;8.56
New York - Sao Paulo;LGA;GRU;33.4;-110.87;-23.42;-46.48
Bangkok - Beijing;PEK;BKK;40.1;116.58;13.71;100.77
Atlanta - Seoul;ATL;ICN;42.9;-83.53;37.45;126.66
Denver - Washington Dc;IAD;DEN;39;-77.45;39.77;-104.86
Fuzhou - Hong Kong;HKG;FOC;22.3;113.94;26.08;119.28
Hanover - Tokyo;HAJ;NRT;49;2.54;35.75;140.39
New York - Warsaw;JFK;WAW;40.6;-73.79;52.17;20.98
London - Philadelphia;LHR;PHL;51.5;-0.45;45.05;-89.01
Toronto - Vancouver;YVR;YYZ;49.2;-123.17;43.68;-79.61
Beijing - Shanghai;PEK;PVG;40.1;116.58;31.12;121.8
Lisbon - Madrid;MAD;LIS;40.5;-3.58;38.77;-9.13
Frankfurt - Raleigh/durham;RDU;FRA;39;-77.45;50.05;8.56
Abuja - Lagos;LOS;ABV;6.6;3.32;9.01;7.27
New York - Orlando;MCO;LGA;28.4;-81.31;40.77;-73.88
Miami - Orlando;MIA;MCO;33.4;-110.87;28.44;-81.31
Chicago - Kansas City;MCI;MDW;39.3;-94.72;41.79;-87.74
Madrid - Zurich;MAD;ZRH;40.5;-3.58;47.45;8.57
Amsterdam - London;LCY;AMS;51.5;0.05;52.31;4.75
Istanbul - London;IST;LGW;41;28.99;51.16;-0.16
Albuquerque - Dallas;DFW;ABQ;32.9;-97.04;35.05;-106.63
Dallas - New York;LGA;DFW;40.8;-73.88;32.87;-97.04
Isle Of Man - London;IOM;LTN;54.1;-4.63;51.88;-0.37
Brisbane - Melbourne;MEL;BNE;-37.7;144.85;-27.4;153.11
Philadelphia - Tampa;PHL;TPA;45.1;-89.01;27.97;-82.54
Beijing - Guangzhou;PEK;CAN;40.1;116.58;23.18;113.26
New York - Vail/eagle;EGE;JFK;41.3;-85.28;40.64;-73.79
Beijing - Taipei;PEK;TPE;40.1;116.58;25.08;121.24
Hong Kong - Shanghai;PVG;HKG;31.1;121.8;22.32;113.94
Durban - East London;ELS;DUR;-33;27.83;-29.96;30.95
New York - Toronto;JFK;YYZ;40.6;-73.79;43.68;-79.61
Amsterdam - Milan;AMS;LIN;52.3;4.75;45.47;9.18
Belo Horizonte-confins - Sao Paulo;CGH;CNF;-23.6;-46.66;-19.63;-43.96
Detroit - Seoul;DTW;ICN;37.3;-107.75;37.45;126.66
Geneva - Larnaca;GVA;LCA;48.2;16.37;34.88;33.63
Moscow - New York;JFK;DME;51.5;-0.45;55.42;37.9
Bombay - Delhi;BOM;DEL;19.1;72.86;28.66;77.26
Bombay - London;BOM;LHR;19.1;72.86;51.47;-0.45
Seoul - Taipei;TPE;ICN;25.1;121.24;37.45;126.66
Barcelona - London;LCY;BCN;51.5;0.05;41.3;2.08
Boston - New York;BOS;LGA;42.2;-71;40.77;-73.88
Bombay - Calcutta;BOM;CCU;19.1;72.86;22.65;88.44
Bermuda - London;BDA;LGW;32.4;-64.69;51.16;-0.16
Delhi - Madras;DEL;MAA;28.7;77.26;13.05;80.23
Frankfurt - Hamburg;FRA;HAM;50.1;8.56;53.64;10.01
Brussels - Hamburg;HAM;BRU;53.6;10.01;50.89;4.48
Nice - Zurich;ZRH;NCE;47.5;8.57;43.67;7.21
Cuiaba - Sao Paulo;CGH;CGB;-23.6;-46.66;-15.65;-56.12
Little Rock - Newark;LIT;EWR;33.1;-88.31;40.69;-74.18
Boston - Paris;CDG;BOS;49;2.54;42.21;-71
Amsterdam - Zurich;AMS;ZRH;52.3;4.75;47.45;8.57
Milan - Munich;MUC;MXP;48.3;11.77;45.47;9.18
Newark - Raleigh/durham;RDU;EWR;35.9;-78.79;40.69;-74.18
London - Seoul;ICN;LHR;37.5;126.66;51.47;-0.45
Colombo - Hong Kong;HKG;CMB;22.3;113.94;7.18;79.89
Birmingham - Newark;EWR;BHM;42.9;-83.53;33.56;-86.75
Atlanta - Stockholm;ATL;ARN;52.3;4.75;60.74;15.85
Edinburgh - Johannesburg;EDI;JNB;51.5;-0.45;-26.13;28.23
Amsterdam - Gothenburg;GOT;AMS;59.6;16.49;52.31;4.75
Milan - Zurich;ZRH;MXP;47.5;8.57;45.47;9.18
Frankfurt - Taipei;TPE;FRA;25.1;121.24;50.05;8.56
Los Angeles - Paris;LAX;CDG;34.1;-118.24;49.01;2.54
London - New York;JFK;LHR;40.6;-73.79;51.47;-0.45
Amsterdam - Copenhagen;AMS;CPH;52.3;4.75;55.63;12.64
Seoul - Tokyo;GMP;HND;37.6;126.79;35.55;139.75
London - Madrid;STN;MAD;51.9;0.26;40.46;-3.58
Dallas - Minneapolis;MSP;DFW;44.9;-93.2;32.87;-97.04
Shenzhen - Taipei;SZX;TPE;22.5;113.97;25.08;121.24
Abu Dhabi - Kuwait;KWI;AUH;29.3;47.97;24.42;54.64
Seoul - Taipei;ICN;TPE;37.5;126.66;25.08;121.24
Honolulu - Oahu - Los Angeles;LAX;HNL;34.1;-118.24;21.34;-157.92
Chicago - Dallas;ORD;DFW;41.6;-98.93;32.87;-97.04
Paris - Tokyo;CDG;NRT;49;2.54;35.75;140.39
Berlin - London;LHR;TXL;51.5;-0.45;52.55;13.29
Aswan - Cairo;ASW;CAI;24.1;32.9;30.05;31.25
Bermuda - London;LGW;BDA;51.2;-0.16;32.37;-64.69
Cape Town - Singapore;CPT;SIN;-34;18.59;1.34;103.98
Melbourne - Singapore;SIN;MEL;1.3;103.98;-37.67;144.85
Manchester - Paris;MAN;CDG;53.4;0.1;49.01;2.54
Shanghai - Taipei;TSA;SHA;25.1;121.55;31.19;121.34
Osaka - Rome;FCO;KIX;41.9;12.5;34.43;135.24
Boston - Salt Lake City;BOS;SLC;42.2;-71;40.76;-111.89
Los Angeles - Sydney;LAX;SYD;34.1;-118.24;-33.92;151.23
Inverness - London;LGW;INV;51.2;-0.16;57.54;-4.06
Hong Kong - Osaka;HKG;KIX;22.3;113.94;34.43;135.24
Bangalore - Madras;BLR;MAA;12.8;77.65;13.05;80.23
Seoul - Tokyo;GMP;HND;37.6;126.79;35.55;139.75
Minneapolis - Washington Dc;MSP;DCA;44.9;-93.2;38.85;-77.04
Paris - Rome;CDG;FCO;49;2.54;41.9;12.5
Lagos - Manchester;LOS;MAN;51.5;-0.45;53.37;0.1
New York - Rome;JFK;FCO;40.6;-73.79;41.9;12.5
Osaka - Seattle;KIX;SEA;34.4;135.24;39.9;-75.59
Doha - Hong Kong;HKG;DOH;22.3;113.94;25.27;51.56
Cape Town - Doha;DOH;CPT;25.3;51.56;-33.97;18.59
Hong Kong - Singapore;HKG;SIN;22.3;113.94;1.34;103.98
Detroit - London;LHR;DTW;51.5;-0.45;37.26;-107.75
Chicago - Frankfurt;ORD;FRA;41.6;-98.93;50.05;8.56
Billund - Copenhagen;BLL;CPH;55.8;9.15;55.63;12.64
Berne - London;LCY;BRN;51.5;0.05;46.91;7.5
Hamburg - Manchester;MAN;HAM;53.4;0.1;53.64;10.01
Boston - London;LHR;BOS;51.5;-0.45;42.21;-71
Johannesburg - Phalaborwa;JNB;PHW;-26.1;28.23;-23.94;31.15
Milan - Stuttgart;STR;MXP;54.4;13.52;45.47;9.18
Los Angeles - Turin;TRN;LAX;49;2.54;34.05;-118.24
Hamburg - Newark;HAM;EWR;53.6;10.01;40.69;-74.18
Amsterdam - Frankfurt;AMS;FRA;52.3;4.75;50.05;8.56
Houston - Seoul;ICN;IAH;35.8;140.39;29.98;-95.34
Houston - Tokyo;IAH;NRT;30;-95.34;35.75;140.39
Johannesburg - Nairobi;NBO;JNB;-1.3;36.81;-26.13;28.23
Kuwait - London;LHR;KWI;51.5;-0.45;29.25;47.97
Austin - London;LHR;AUS;32.9;-97.04;30.2;-97.67
Bristol - Leeds/bradford;BRS;LBA;51.4;-2.71;53.87;-1.66
Sydney - Wellington;SYD;WLG;-33.9;151.23;-41.33;174.81
Boston - Pittsburgh;PIT;BOS;48.7;-94.74;42.21;-71
Charlotte - Dallas;CLT;DFW;35.2;-80.95;32.87;-97.04
London - Vienna;LHR;VIE;51.5;-0.45;48.2;16.37
Kuala Lumpur - Tokyo;NRT;KUL;35.8;140.39;2.76;101.71
Bangkok - Tokyo;BKK;HND;13.7;100.77;35.55;139.75
Frankfurt - Stockholm;FRA;ARN;50.1;8.56;60.74;15.85
Paris - Rome;CDG;FCO;49;2.54;41.9;12.5
Dubai - Melbourne;MEL;DXB;-37.7;144.85;25.25;55.35
Dubai - Sydney;DXB;SYD;25.3;55.35;-33.92;151.23
Bogota - Buenos Aires;EZE;BOG;-12;-77.11;4.7;-74.14
Ft. Lauderdale - White Plains;HPN;FLL;41.1;-73.7;26.07;-80.13
Chicago - Hartford/springfield;ORD;BDL;41.6;-98.93;41.93;-72.68
Amsterdam - Sao Paulo;GRU;AMS;49;2.54;52.31;4.75
Los Angeles - New York;JFK;LAX;40.6;-73.79;34.05;-118.24
Lisbon - London;LIS;LHR;38.8;-9.13;51.47;-0.45
Kuala Lumpur - Tokyo;KUL;NRT;2.8;101.71;35.75;140.39
Dubai - Entebbe/kampala;DXB;EBB;25.3;51.56;0.04;32.44
Dubai - Los Angeles;LAX;DXB;34.1;-118.24;25.25;55.35
Kuala Lumpur - Seoul;KUL;ICN;1.3;103.98;37.45;126.66
London - Lugano;LUG;LHR;47.5;8.57;51.47;-0.45
Entebbe/kampala - Mombasa;EBB;MBA;-1.3;36.81;-4;39.72
London - Oslo;LHR;OSL;51.5;-0.45;59.91;10.75
Bombay - Zurich;ZRH;BOM;47.5;8.57;19.09;72.86
London - Rome;LHR;FCO;51.5;-0.45;41.9;12.5
Doha - Paris;CDG;DOH;49;2.54;25.27;51.56
Hong Kong - London;HKG;LHR;22.3;113.94;51.47;-0.45
Newark - Seattle;SEA;EWR;39.9;-75.59;40.69;-74.18
Amsterdam - Prague;PRG;AMS;50.1;14.43;52.31;4.75
Beijing - Hangzhou;PEK;HGH;40.1;116.58;30.33;120.23
London - New York;JFK;LHR;40.6;-73.79;51.47;-0.45
Boston - London;LHR;BOS;51.5;-0.45;42.21;-71
Denver - Seoul;DEN;ICN;34.1;-118.24;37.45;126.66
Bombay - Tokyo;NRT;BOM;35.8;140.39;19.09;72.86
Beijing - Shenyang;PEK;SHE;40.1;116.58;41.79;123.53
Chicago - Seattle;ORD;SEA;41.6;-98.93;39.9;-75.59
Bangalore - Delhi;BLR;DEL;12.8;77.65;28.66;77.26
Delhi - Poona;PNQ;DEL;18.6;73.91;28.66;77.26
Accra - Mauritius;ACC;MRU;25.3;55.35;-20.43;57.68
Dubai - Mauritius;MRU;DXB;-20.4;57.68;25.25;55.35
Dallas - Miami;DFW;MIA;32.9;-97.04;33.4;-110.87
Beijing - Houston;PEK;IAH;37.6;-122.39;29.98;-95.34
Mahe Island - Nairobi;NBO;SEZ;-1.3;36.81;-4.68;55.52
London - Verona;VRN;LGW;45.4;10.99;51.16;-0.16
San Francisco - Vilnius;VNO;SFO;50.1;8.56;37.61;-122.39
Boston - Las Vegas;LAS;BOS;44.9;-93.2;42.21;-71
Geneva - Zurich;ZRH;GVA;47.5;8.57;46.23;6.11
Alma Ata - Tselinograd;ALA;TSE;43.4;77.03;51.03;71.48
Athens - Rome;FCO;ATH;41.9;12.5;37.89;23.72
Cairo - Riyadh;RUH;CAI;24.9;46.71;30.05;31.25
Newark - Tokyo;NRT;EWR;35.8;140.39;40.69;-74.18
Detroit - Los Angeles;DTW;LAX;37.3;-107.75;34.05;-118.24
Calcutta - Delhi;CCU;DEL;22.7;88.44;28.66;77.26
Amsterdam - Edinburgh;EDI;AMS;56;-3.34;52.31;4.75
Monroe - New York;LGA;MLU;30;-95.34;32.51;-92.04
Boston - Manchester;MAN;BOS;51.5;-0.45;42.21;-71
Frankfurt - Salzburg;FRA;SZG;50.1;8.56;47.79;13
Milan - Rio De Janeiro;LIN;GIG;41.9;12.5;-22.81;-43.24
Guam - Seattle;SEA;GUM;35.8;140.39;13.48;144.75
Frankfurt - Zurich;ZRH;FRA;47.5;8.57;50.05;8.56
Dublin - Frankfurt;DUB;FRA;53.3;-6.25;50.05;8.56
Dublin - London;LHR;DUB;51.5;-0.45;53.34;-6.25
Lagos - London;LOS;LHR;6.6;3.32;51.47;-0.45
Baltimore - San Francisco;BWI;SFO;33.4;-112.03;37.61;-122.39
Atlanta - Memphis;MEM;ATL;33.1;-88.31;42.94;-83.53
Copenhagen - Frankfurt;FRA;CPH;50.1;8.56;55.63;12.64
Boston - Columbus;BOS;CMH;42.2;-71;40;-82.89
Sydney - Wellington;SYD;WLG;-33.9;151.23;-41.33;174.81
Baltimore - Chicago;ORD;BWI;41.6;-98.93;39.18;-76.67
San Francisco - Sydney;SFO;SYD;37.6;-122.39;-33.92;151.23
Miami - San Francisco;MIA;SFO;30;-95.34;37.61;-122.39
Shanghai - Washington Dc;DCA;PVG;40.7;-74.18;31.12;121.8
Athens - Dubai;ATH;DXB;37.9;23.72;25.25;55.35
Los Angeles - Shanghai;PVG;LAX;31.1;121.8;34.05;-118.24
Boston - Hong Kong;HKG;BOS;41.6;-98.93;42.21;-71
Amsterdam - Munich;MUC;AMS;48.3;11.77;52.31;4.75
Singapore - Sydney;SIN;SYD;1.3;103.98;-33.92;151.23
Doha - Paris;CDG;DOH;49;2.54;25.27;51.56
Newark - Vilnius;EWR;VNO;50.1;8.56;54.64;25.28
Madrid - Newark;EWR;MAD;40.7;-74.18;40.46;-3.58
Dallas - Denver;DFW;DEN;32.9;-97.04;39.77;-104.86
Newark - Singapore;EWR;SIN;40.7;-74.18;1.34;103.98
Cairo - Dar Es Salaam;CAI;DAR;30.1;31.25;-6.88;39.2
Denpasar Bali - Singapore;SIN;DPS;1.3;103.98;-8.74;115.17
New York - Oslo;OSL;JFK;51.5;-0.45;40.64;-73.79
Geneva - Istanbul;IST;GVA;41;28.99;46.23;6.11
Edinburgh - London;LCY;EDI;51.5;0.05;55.96;-3.34
Stockholm - Zurich;ARN;ZRH;60.7;15.85;47.45;8.57
Lisbon - Madrid;MAD;LIS;40.5;-3.58;38.77;-9.13
New York - Tampa;JFK;TPA;40.6;-73.79;27.97;-82.54
Prague - Sofia;PRG;SOF;48.2;16.37;42.69;23.4
Frankfurt - Paris;FRA;CDG;50.1;8.56;49.01;2.54
Paris - Stockholm;CDG;ARN;49;2.54;60.74;15.85
Seoul - Stockholm;ARN;ICN;51.5;-0.45;37.45;126.66
